-6.7178608	-14.1850136
-7.1720128	-14.7519416
-4.3587088	-7.3270136
-1.9934608	-7.9975736
-3.0114928	-0.4720616
-6.2088448	-3.7303736
-1.9385968	2.1522664
-1.9385968	2.2522408
-4.5629248	6.0994264
-3.1120768	7.4192104
-3.1120768	7.319236
-6.4161088	11.4273304
-7.1842048	16.8436264
-3.4382128	14.6033464
-3.4382128	14.7039304
-4.3221328	21.3302824
-4.3221328	21.4308664
-4.3221328	21.8301544
-4.3221328	22.3300264
-4.3221328	24.3295144
-6.2057968	21.0163384
-1.8563008	28.2187624
-4.4318608	25.2347704
-3.6058528	35.8357144
-3.7765408	31.9738984
-3.7765408	31.8733144
-2.4598048	40.2065464
-5.0262208	40.2461704
-6.2545648	44.2512424
-6.2545648	44.3518264
-5.8339408	44.5590904
-1.9660288	49.0579384
-3.6089008	50.5026904
-4.3830928	56.0043304
-2.3439808	60.9695224
-1.4051968	65.4196024
-2.9200528	63.1732264
-2.9200528	63.0726424
-4.3190848	70.0434184
-3.8100688	67.8305704
-3.8100688	67.9311544
-0.9114208	-14.0143256
-0.9114208	-14.1143
-0.9114208	-14.5141976
-0.9114208	-15.0143744
-0.9114208	-17.0143196
4.2518912	-12.8103656
-1.0150528	-11.6399336
3.7123952	-10.4877896
1.9049312	-5.3915336
1.9049312	-5.491508
2.3499392	-5.8426376
2.3499392	-5.942612
3.7123952	5.0996824
1.3197152	2.0212024
3.1302272	7.1266024
-0.2896288	7.3033864
-0.2896288	7.4033608
2.7461792	15.4689784
2.7461792	15.3683944
1.3044752	12.8812264
4.6572752	22.3605064
4.6572752	22.2599224
4.6572752	21.8606344
4.6572752	21.3607624
4.6572752	19.3612744
2.3743232	21.2754184
3.6057152	27.2677864
2.9686832	28.7674024
1.3623872	35.6284504
2.6181632	30.8004184
2.6181632	30.6998344
2.6181632	30.3005464
2.6181632	29.8006744
2.6181632	27.8011864
-0.7651168	37.5029704
-0.8535088	38.6398744
-0.2164768	45.1717384
-0.2164768	45.0711544
-0.2164768	44.6718664
-0.2164768	44.1719944
-0.2164768	42.1725064
1.9628432	46.7780344
1.9628432	46.6774504
3.7946912	53.7823384
0.6643952	53.987164
-0.9053248	57.4155544
3.1058432	60.8841784
1.9384592	63.6182344
1.9658912	63.0574024
1.9658912	63.1579864
2.7309392	71.0004904
2.7309392	71.1010744
2.7309392	71.5003624
2.7309392	72.0002344
2.7309392	73.9997224
-0.6310048	70.8968584
6.6018992	-15.5413736
4.9986512	-15.5901416
4.9163552	-6.0773336
4.9163552	-6.177308
5.3766032	-10.4512136
5.8398992	-5.3336216
5.8398992	-5.2336472
5.8398992	-4.8337496
5.8398992	-4.3335728
5.8398992	-2.3334752
5.7576032	-4.2668216
5.7576032	-4.366796
4.6542272	1.3232104
5.0657072	3.3287944
5.0657072	3.22882
5.0626592	8.2817944
4.7151872	11.5492504
4.7151872	11.449276
6.9646112	17.9195704
6.9646112	18.0201544
5.8459952	18.0597784
5.1419072	22.9030504
5.1419072	23.0036344
5.1419072	23.4029224
5.1419072	23.9027944
5.1419072	25.9022824
5.6600672	24.2411224
6.4616912	27.0788104
6.4616912	27.1793944
6.4616912	27.5786824
6.4616912	28.0785544
6.4616912	30.0780424
6.2879552	28.6210984
4.5048752	36.3416824
6.5836112	34.6927144
6.5836112	34.5921304
4.0141472	42.6845704
5.7057872	37.1067304
6.6598112	47.0614984
6.3763472	44.1537064
5.0748512	52.1699464
5.0839952	54.0322744
5.1144752	59.0431864
4.1787392	59.7381304
5.9069552	61.8564904
5.9069552	61.9570744
5.9069552	62.3563624
5.9069552	62.8562344
5.9069552	64.8557224
5.3735552	60.9542824
4.8157712	68.2146184
4.2244592	69.5313544
4.2244592	69.4307704
